Date,Client Name,Legal Entity,Received Amount,Delivered Amount,Net Amount
2014-12-01,HSBC,CitiBank HongKong,69357,79775,-10418
2015-01-01,HSBC,CitiBank HongKong,78458,62667,15791
2015-02-01,HSBC,CitiBank HongKong,78259,68447,9812
2015-03-01,HSBC,CitiBank HongKong,77344,64126,13218
2015-04-01,HSBC,CitiBank HongKong,75161,69245,5916
2015-05-01,HSBC,CitiBank HongKong,78964,68218,10746
2015-06-01,HSBC,CitiBank HongKong,75954,63875,12079
2015-07-01,HSBC,CitiBank HongKong,77488,67234,10254
2015-08-01,HSBC,CitiBank HongKong,77596,68313,9283
2015-09-01,HSBC,CitiBank HongKong,75126,65666,9460
2015-10-01,HSBC,CitiBank HongKong,77625,67935,9690
2015-11-01,HSBC,CitiBank HongKong,86427,67329,19098
2015-12-01,HSBC,CitiBank HongKong,88781,63674,25107
2016-01-01,HSBC,CitiBank HongKong,83979,69981,13998
2016-02-01,HSBC,CitiBank HongKong,87438,61195,26243
2016-03-01,HSBC,CitiBank HongKong,84567,65641,18926
2016-04-01,HSBC,CitiBank HongKong,85384,68869,16515
2016-05-01,HSBC,CitiBank HongKong,88688,67287,21401
2016-06-01,HSBC,CitiBank HongKong,85217,61114,24103
2016-07-01,HSBC,CitiBank HongKong,84832,64519,20313
2016-08-01,HSBC,CitiBank HongKong,83352,68936,14416
2016-09-01,HSBC,CitiBank HongKong,91583,53259,38324
2016-10-01,HSBC,CitiBank HongKong,99339,52738,46601
2016-11-01,HSBC,CitiBank HongKong,91569,57571,33998
2016-12-01,HSBC,CitiBank HongKong,97837,54453,43384
2017-01-01,HSBC,CitiBank HongKong,94193,56542,37651
2017-02-01,HSBC,CitiBank HongKong,93675,59286,34389
2017-03-01,HSBC,CitiBank HongKong,92694,55879,36815
2017-04-01,HSBC,CitiBank HongKong,98194,58381,39813
2017-05-01,HSBC,CitiBank HongKong,97326,56936,40390
2017-06-01,HSBC,CitiBank HongKong,92356,51865,40491
2017-07-01,HSBC,CitiBank HongKong,107249,58596,48653
2017-08-01,HSBC,CitiBank HongKong,106697,57832,48865
2017-09-01,HSBC,CitiBank HongKong,102863,53537,49326
2017-10-01,HSBC,CitiBank HongKong,109187,51998,57189
2017-11-01,HSBC,CitiBank HongKong,108772,58465,50307
2017-12-01,HSBC,CitiBank HongKong,109173,58282,50891
2018-01-01,HSBC,CitiBank HongKong,107989,51548,56441
2018-02-01,HSBC,CitiBank HongKong,108244,54432,53812
2018-03-01,HSBC,CitiBank HongKong,106388,56552,49836
2018-04-01,HSBC,CitiBank HongKong,101271,53333,47938
2010-01-01,BNY Mellon,CitiBank New York,16799,94389,-77590
2010-02-01,BNY Mellon,CitiBank New York,13711,95416,-81705
2010-03-01,BNY Mellon,CitiBank New York,15379,97137,-81758
2010-04-01,BNY Mellon,CitiBank New York,18597,95881,-77284
2010-05-01,BNY Mellon,CitiBank New York,17521,93438,-75917
2010-06-01,BNY Mellon,CitiBank New York,12525,96161,-83636
2010-07-01,BNY Mellon,CitiBank New York,16723,99276,-82553
2010-08-01,BNY Mellon,CitiBank New York,16448,94734,-78286
2010-09-01,BNY Mellon,CitiBank New York,12245,98295,-86050
2010-10-01,BNY Mellon,CitiBank New York,15932,91391,-75459
2010-11-01,BNY Mellon,CitiBank New York,22489,93521,-71032
2010-12-01,BNY Mellon,CitiBank New York,23764,95425,-71661
2011-01-01,BNY Mellon,CitiBank New York,22425,94553,-72128
2011-02-01,BNY Mellon,CitiBank New York,21666,92962,-71296
2011-03-01,BNY Mellon,CitiBank New York,25386,91821,-66435
2011-04-01,BNY Mellon,CitiBank New York,25822,97774,-71952
2011-05-01,BNY Mellon,CitiBank New York,23179,97695,-74516
2011-06-01,BNY Mellon,CitiBank New York,27436,94324,-66888
2011-07-01,BNY Mellon,CitiBank New York,25632,93619,-67987
2011-08-01,BNY Mellon,CitiBank New York,26218,91152,-64934
2011-09-01,BNY Mellon,CitiBank New York,39794,89934,-50140
2011-10-01,BNY Mellon,CitiBank New York,33749,84193,-50444
2011-11-01,BNY Mellon,CitiBank New York,37492,83488,-45996
2011-12-01,BNY Mellon,CitiBank New York,39967,83752,-43785
2012-01-01,BNY Mellon,CitiBank New York,39462,88298,-48836
2012-02-01,BNY Mellon,CitiBank New York,33779,84594,-50815
2012-03-01,BNY Mellon,CitiBank New York,31864,82369,-50505
2012-04-01,BNY Mellon,CitiBank New York,31765,84518,-52753
2012-05-01,BNY Mellon,CitiBank New York,36672,83735,-47063
2012-06-01,BNY Mellon,CitiBank New York,31288,86615,-55327
2012-07-01,BNY Mellon,CitiBank New York,47713,89286,-41573
2012-08-01,BNY Mellon,CitiBank New York,45315,82442,-37127
2012-09-01,BNY Mellon,CitiBank New York,43689,81989,-38300
2012-10-01,BNY Mellon,CitiBank New York,46131,88651,-42520
2012-11-01,BNY Mellon,CitiBank New York,47174,81557,-34383
2012-12-01,BNY Mellon,CitiBank New York,41982,85888,-43906
2013-01-01,BNY Mellon,CitiBank New York,44979,85374,-40395
2013-02-01,BNY Mellon,CitiBank New York,49196,86278,-37082
2013-03-01,BNY Mellon,CitiBank New York,44679,83613,-38934
2013-04-01,BNY Mellon,CitiBank New York,47973,83878,-35905
2013-05-01,BNY Mellon,CitiBank New York,55793,77335,-21542
2013-06-01,BNY Mellon,CitiBank New York,58959,78161,-19202
2013-07-01,BNY Mellon,CitiBank New York,59612,79191,-19579
2013-08-01,BNY Mellon,CitiBank New York,53968,74136,-20168
2013-09-01,BNY Mellon,CitiBank New York,54818,72492,-17674
2013-10-01,BNY Mellon,CitiBank New York,57693,79662,-21969
2013-11-01,BNY Mellon,CitiBank New York,52295,71274,-18979
2013-12-01,BNY Mellon,CitiBank New York,51527,75473,-23946
2014-01-01,BNY Mellon,CitiBank New York,53171,71737,-18566
2014-02-01,BNY Mellon,CitiBank New York,55877,79388,-23511
2014-03-01,BNY Mellon,CitiBank New York,63378,73476,-10098
2014-04-01,BNY Mellon,CitiBank New York,69318,71778,-2460
2014-05-01,BNY Mellon,CitiBank New York,61836,71218,-9382
2014-06-01,BNY Mellon,CitiBank New York,61522,78433,-16911
2014-07-01,BNY Mellon,CitiBank New York,63864,78312,-14448
2014-08-01,BNY Mellon,CitiBank New York,62651,73315,-10664
2014-09-01,BNY Mellon,CitiBank New York,63546,73842,-10296
2014-10-01,BNY Mellon,CitiBank New York,63567,75256,-11689
2014-11-01,BNY Mellon,CitiBank New York,62622,75929,-13307
2014-12-01,BNY Mellon,CitiBank New York,69124,79711,-10587
2015-01-01,BNY Mellon,CitiBank New York,78788,62523,16265
2015-02-01,BNY Mellon,CitiBank New York,79272,66445,12827
2015-03-01,BNY Mellon,CitiBank New York,76351,61478,14873
2015-04-01,BNY Mellon,CitiBank New York,74151,64811,9340
2015-05-01,BNY Mellon,CitiBank New York,71927,61749,10178
2015-06-01,BNY Mellon,CitiBank New York,76684,62759,13925
2015-07-01,BNY Mellon,CitiBank New York,71628,62757,8871
2015-08-01,BNY Mellon,CitiBank New York,77832,66745,11087
2015-09-01,BNY Mellon,CitiBank New York,78749,69853,8896
2015-10-01,BNY Mellon,CitiBank New York,75187,64662,10525
2015-11-01,BNY Mellon,CitiBank New York,89395,69387,20008
2015-12-01,BNY Mellon,CitiBank New York,84891,65743,19148
2016-01-01,BNY Mellon,CitiBank New York,86627,62267,24360
2016-02-01,BNY Mellon,CitiBank New York,88574,66848,21726
2016-03-01,BNY Mellon,CitiBank New York,89522,64313,25209
2016-04-01,BNY Mellon,CitiBank New York,84477,62256,22221
2016-05-01,BNY Mellon,CitiBank New York,85498,61316,24182
2016-06-01,BNY Mellon,CitiBank New York,82961,63971,18990
2016-07-01,BNY Mellon,CitiBank New York,86457,68796,17661
2016-08-01,BNY Mellon,CitiBank New York,82239,69763,12476
2016-09-01,BNY Mellon,CitiBank New York,94392,53814,40578
2016-10-01,BNY Mellon,CitiBank New York,94446,55917,38529
2016-11-01,BNY Mellon,CitiBank New York,92113,56464,35649
2016-12-01,BNY Mellon,CitiBank New York,93883,57862,36021
2017-01-01,BNY Mellon,CitiBank New York,92683,56278,36405
2017-02-01,BNY Mellon,CitiBank New York,94997,54972,40025
2017-03-01,BNY Mellon,CitiBank New York,93657,57677,35980
2017-04-01,BNY Mellon,CitiBank New York,97584,57977,39607
2017-05-01,BNY Mellon,CitiBank New York,91397,55811,35586
2017-06-01,BNY Mellon,CitiBank New York,98666,54722,43944
2017-07-01,BNY Mellon,CitiBank New York,107346,59611,47735
2017-08-01,BNY Mellon,CitiBank New York,101165,52647,48518
2017-09-01,BNY Mellon,CitiBank New York,102815,58838,43977
2017-10-01,BNY Mellon,CitiBank New York,107883,56613,51270
2017-11-01,BNY Mellon,CitiBank New York,102759,52823,49936
2017-12-01,BNY Mellon,CitiBank New York,104146,56293,47853
2018-01-01,BNY Mellon,CitiBank New York,101616,58755,42861
2018-02-01,BNY Mellon,CitiBank New York,107164,56474,50690
2018-03-01,BNY Mellon,CitiBank New York,109877,55737,54140
2018-04-01,BNY Mellon,CitiBank New York,108897,52949,55948
2010-01-01,BNY Mellon,CitiBank London,18579,99753,-81174
2010-02-01,BNY Mellon,CitiBank London,19721,93192,-73471
2010-03-01,BNY Mellon,CitiBank London,14264,91648,-77384
2010-04-01,BNY Mellon,CitiBank London,14427,95649,-81222
2010-05-01,BNY Mellon,CitiBank London,17732,96893,-79161
2010-06-01,BNY Mellon,CitiBank London,14731,95938,-81207
2010-07-01,BNY Mellon,CitiBank London,13649,91384,-77735
2010-08-01,BNY Mellon,CitiBank London,18692,96784,-78092
2010-09-01,BNY Mellon,CitiBank London,13557,99671,-86114
2010-10-01,BNY Mellon,CitiBank London,11669,94242,-82573
2010-11-01,BNY Mellon,CitiBank London,22774,92985,-70211
2010-12-01,BNY Mellon,CitiBank London,24296,96341,-72045
2011-01-01,BNY Mellon,CitiBank London,24777,94297,-69520
2011-02-01,BNY Mellon,CitiBank London,29395,99233,-69838
2011-03-01,BNY Mellon,CitiBank London,29231,96324,-67093
2011-04-01,BNY Mellon,CitiBank London,29863,93789,-63926
2011-05-01,BNY Mellon,CitiBank London,25914,91135,-65221
2011-06-01,BNY Mellon,CitiBank London,29542,91622,-62080
2011-07-01,BNY Mellon,CitiBank London,24579,99573,-74994
2011-08-01,BNY Mellon,CitiBank London,21865,95745,-73880
2011-09-01,BNY Mellon,CitiBank London,39755,86496,-46741
2011-10-01,BNY Mellon,CitiBank London,39438,83136,-43698
2011-11-01,BNY Mellon,CitiBank London,38122,85476,-47354
2011-12-01,BNY Mellon,CitiBank London,36725,89725,-53000
2012-01-01,BNY Mellon,CitiBank London,37294,82747,-45453
2012-02-01,BNY Mellon,CitiBank London,39293,86738,-47445
2012-03-01,BNY Mellon,CitiBank London,32724,87246,-54522
2012-04-01,BNY Mellon,CitiBank London,39869,86172,-46303
2012-05-01,BNY Mellon,CitiBank London,31582,87925,-56343
2012-06-01,BNY Mellon,CitiBank London,37778,86627,-48849
2012-07-01,BNY Mellon,CitiBank London,49281,86755,-37474
2012-08-01,BNY Mellon,CitiBank London,41385,86493,-45108
2012-09-01,BNY Mellon,CitiBank London,43236,87611,-44375
2012-10-01,BNY Mellon,CitiBank London,49779,88873,-39094
2012-11-01,BNY Mellon,CitiBank London,42917,84167,-41250
2012-12-01,BNY Mellon,CitiBank London,43172,85292,-42120
2013-01-01,BNY Mellon,CitiBank London,42769,84347,-41578
2013-02-01,BNY Mellon,CitiBank London,44293,82557,-38264
2013-03-01,BNY Mellon,CitiBank London,41783,85272,-43489
2013-04-01,BNY Mellon,CitiBank London,45884,82468,-36584
2013-05-01,BNY Mellon,CitiBank London,57555,72368,-14813
2013-06-01,BNY Mellon,CitiBank London,52492,72823,-20331
2013-07-01,BNY Mellon,CitiBank London,58787,77251,-18464
2013-08-01,BNY Mellon,CitiBank London,57245,77924,-20679
2013-09-01,BNY Mellon,CitiBank London,59199,74498,-15299
2013-10-01,BNY Mellon,CitiBank London,58519,77566,-19047
2013-11-01,BNY Mellon,CitiBank London,56665,75624,-18959
2013-12-01,BNY Mellon,CitiBank London,53191,78555,-25364
2014-01-01,BNY Mellon,CitiBank London,53443,75513,-22070
2014-02-01,BNY Mellon,CitiBank London,55462,71522,-16060
2014-03-01,BNY Mellon,CitiBank London,64216,74275,-10059
2014-04-01,BNY Mellon,CitiBank London,69134,79697,-10563
2014-05-01,BNY Mellon,CitiBank London,69392,76428,-7036
2014-06-01,BNY Mellon,CitiBank London,69185,74939,-5754
2014-07-01,BNY Mellon,CitiBank London,67855,73676,-5821
2014-08-01,BNY Mellon,CitiBank London,66557,73181,-6624
2014-09-01,BNY Mellon,CitiBank London,69861,79748,-9887
2014-10-01,BNY Mellon,CitiBank London,67466,73843,-6377
2014-11-01,BNY Mellon,CitiBank London,68719,77693,-8974
2014-12-01,BNY Mellon,CitiBank London,69757,79368,-9611
2015-01-01,BNY Mellon,CitiBank London,77825,61844,15981
2015-02-01,BNY Mellon,CitiBank London,75642,61988,13654
2015-03-01,BNY Mellon,CitiBank London,71748,64421,7327
2015-04-01,BNY Mellon,CitiBank London,78493,69336,9157
2015-05-01,BNY Mellon,CitiBank London,71133,69261,1872
2015-06-01,BNY Mellon,CitiBank London,72356,64524,7832
2015-07-01,BNY Mellon,CitiBank London,71156,63193,7963
2015-08-01,BNY Mellon,CitiBank London,77716,68846,8870
2015-09-01,BNY Mellon,CitiBank London,72965,68279,4686
2015-10-01,BNY Mellon,CitiBank London,72862,67518,5344
2015-11-01,BNY Mellon,CitiBank London,82116,66175,15941
2015-12-01,BNY Mellon,CitiBank London,88831,64345,24486
2016-01-01,BNY Mellon,CitiBank London,83654,65225,18429
2016-02-01,BNY Mellon,CitiBank London,82433,67441,14992
2016-03-01,BNY Mellon,CitiBank London,89459,62911,26548
2016-04-01,BNY Mellon,CitiBank London,87154,69347,17807
2016-05-01,BNY Mellon,CitiBank London,87233,69116,18117
2016-06-01,BNY Mellon,CitiBank London,86271,62197,24074
2016-07-01,BNY Mellon,CitiBank London,89797,62911,26886
2016-08-01,BNY Mellon,CitiBank London,88293,68841,19452
2016-09-01,BNY Mellon,CitiBank London,96938,54141,42797
2016-10-01,BNY Mellon,CitiBank London,92482,54653,37829
2016-11-01,BNY Mellon,CitiBank London,91966,57919,34047
2016-12-01,BNY Mellon,CitiBank London,94799,59395,35404
2017-01-01,BNY Mellon,CitiBank London,95658,59853,35805
2017-02-01,BNY Mellon,CitiBank London,94391,56629,37762
2017-03-01,BNY Mellon,CitiBank London,98566,54725,43841
2017-04-01,BNY Mellon,CitiBank London,96776,52816,43960
2017-05-01,BNY Mellon,CitiBank London,98436,54392,44044
2017-06-01,BNY Mellon,CitiBank London,95481,56447,39034
2017-07-01,BNY Mellon,CitiBank London,109475,58662,50813
2017-08-01,BNY Mellon,CitiBank London,108385,54713,53672
2017-09-01,BNY Mellon,CitiBank London,105768,54658,51110
2017-10-01,BNY Mellon,CitiBank London,105779,55282,50497
2017-11-01,BNY Mellon,CitiBank London,109384,53938,55446
2017-12-01,BNY Mellon,CitiBank London,109659,52979,56680
2018-01-01,BNY Mellon,CitiBank London,104197,52414,51783
2018-02-01,BNY Mellon,CitiBank London,107736,54245,53491
2018-03-01,BNY Mellon,CitiBank London,106142,53628,52514
2018-04-01,BNY Mellon,CitiBank London,102467,57168,45299
2010-01-01,BNY Mellon,CitiBank Pune,18696,98375,-79679
2010-02-01,BNY Mellon,CitiBank Pune,12496,99726,-87230
2010-03-01,BNY Mellon,CitiBank Pune,15517,91784,-76267
2010-04-01,BNY Mellon,CitiBank Pune,18383,96294,-77911
2010-05-01,BNY Mellon,CitiBank Pune,13453,92113,-78660
2010-06-01,BNY Mellon,CitiBank Pune,16395,94489,-78094
2010-07-01,BNY Mellon,CitiBank Pune,12146,93518,-81372
2010-08-01,BNY Mellon,CitiBank Pune,18444,97535,-79091
2010-09-01,BNY Mellon,CitiBank Pune,15689,98365,-82676
2010-10-01,BNY Mellon,CitiBank Pune,12156,91123,-78967
2010-11-01,BNY Mellon,CitiBank Pune,29555,99423,-69868
2010-12-01,BNY Mellon,CitiBank Pune,22728,98412,-75684
2011-01-01,BNY Mellon,CitiBank Pune,27932,94892,-66960
2011-02-01,BNY Mellon,CitiBank Pune,25462,96291,-70829
2011-03-01,BNY Mellon,CitiBank Pune,21125,96255,-75130
2011-04-01,BNY Mellon,CitiBank Pune,29629,93922,-64293
2011-05-01,BNY Mellon,CitiBank Pune,29551,92826,-63275
2011-06-01,BNY Mellon,CitiBank Pune,25638,98631,-72993
2011-07-01,BNY Mellon,CitiBank Pune,27639,98388,-70749
2011-08-01,BNY Mellon,CitiBank Pune,23146,93425,-70279
2011-09-01,BNY Mellon,CitiBank Pune,38112,86198,-48086
2011-10-01,BNY Mellon,CitiBank Pune,31951,85328,-53377
2011-11-01,BNY Mellon,CitiBank Pune,36664,89522,-52858
2011-12-01,BNY Mellon,CitiBank Pune,35988,82797,-46809
2012-01-01,BNY Mellon,CitiBank Pune,39476,89233,-49757
2012-02-01,BNY Mellon,CitiBank Pune,38684,88189,-49505
2012-03-01,BNY Mellon,CitiBank Pune,34252,85152,-50900
2012-04-01,BNY Mellon,CitiBank Pune,33667,83951,-50284
2012-05-01,BNY Mellon,CitiBank Pune,38149,85598,-47449
2012-06-01,BNY Mellon,CitiBank Pune,35136,89996,-54860
2012-07-01,BNY Mellon,CitiBank Pune,45384,87586,-42202
2012-08-01,BNY Mellon,CitiBank Pune,43121,83224,-40103
2012-09-01,BNY Mellon,CitiBank Pune,47617,89342,-41725
2012-10-01,BNY Mellon,CitiBank Pune,44958,85889,-40931
2012-11-01,BNY Mellon,CitiBank Pune,41718,83289,-41571
2012-12-01,BNY Mellon,CitiBank Pune,45517,83771,-38254
2013-01-01,BNY Mellon,CitiBank Pune,49413,86537,-37124
2013-02-01,BNY Mellon,CitiBank Pune,42699,86686,-43987
2013-03-01,BNY Mellon,CitiBank Pune,48843,81452,-32609
2013-04-01,BNY Mellon,CitiBank Pune,42478,82467,-39989
2013-05-01,BNY Mellon,CitiBank Pune,54635,72569,-17934
2013-06-01,BNY Mellon,CitiBank Pune,58223,72474,-14251
2013-07-01,BNY Mellon,CitiBank Pune,55613,71121,-15508
2013-08-01,BNY Mellon,CitiBank Pune,56142,78682,-22540
2013-09-01,BNY Mellon,CitiBank Pune,53617,75666,-22049
2013-10-01,BNY Mellon,CitiBank Pune,53271,79465,-26194
2013-11-01,BNY Mellon,CitiBank Pune,54854,73966,-19112
2013-12-01,BNY Mellon,CitiBank Pune,59469,71529,-12060
2014-01-01,BNY Mellon,CitiBank Pune,58513,79818,-21305
2014-02-01,BNY Mellon,CitiBank Pune,56561,79698,-23137
2014-03-01,BNY Mellon,CitiBank Pune,69142,76224,-7082
2014-04-01,BNY Mellon,CitiBank Pune,63776,75626,-11850
2014-05-01,BNY Mellon,CitiBank Pune,67584,79297,-11713
2014-06-01,BNY Mellon,CitiBank Pune,61572,78672,-17100
2014-07-01,BNY Mellon,CitiBank Pune,62926,73177,-10251
2014-08-01,BNY Mellon,CitiBank Pune,61986,78931,-16945
2014-09-01,BNY Mellon,CitiBank Pune,66135,79712,-13577
2014-10-01,BNY Mellon,CitiBank Pune,66524,71564,-5040
2014-11-01,BNY Mellon,CitiBank Pune,66927,79652,-12725
2014-12-01,BNY Mellon,CitiBank Pune,65182,73272,-8090
2015-01-01,BNY Mellon,CitiBank Pune,74621,61263,13358
2015-02-01,BNY Mellon,CitiBank Pune,71474,62494,8980
2015-03-01,BNY Mellon,CitiBank Pune,73517,65462,8055
2015-04-01,BNY Mellon,CitiBank Pune,79241,67346,11895
2015-05-01,BNY Mellon,CitiBank Pune,72421,69642,2779
2015-06-01,BNY Mellon,CitiBank Pune,72835,62564,10271
2015-07-01,BNY Mellon,CitiBank Pune,75692,62152,13540
2015-08-01,BNY Mellon,CitiBank Pune,72884,64653,8231
2015-09-01,BNY Mellon,CitiBank Pune,72294,67539,4755
2015-10-01,BNY Mellon,CitiBank Pune,73362,61934,11428
2015-11-01,BNY Mellon,CitiBank Pune,89537,65738,23799
2015-12-01,BNY Mellon,CitiBank Pune,84321,69719,14602
2016-01-01,BNY Mellon,CitiBank Pune,89178,67995,21183
2016-02-01,BNY Mellon,CitiBank Pune,81278,65953,15325
2016-03-01,BNY Mellon,CitiBank Pune,82115,65261,16854
2016-04-01,BNY Mellon,CitiBank Pune,86531,63443,23088
2016-05-01,BNY Mellon,CitiBank Pune,88816,67882,20934
2016-06-01,BNY Mellon,CitiBank Pune,89558,63732,25826
2016-07-01,BNY Mellon,CitiBank Pune,81957,68613,13344
2016-08-01,BNY Mellon,CitiBank Pune,86123,68536,17587
2016-09-01,BNY Mellon,CitiBank Pune,93293,54228,39065
2016-10-01,BNY Mellon,CitiBank Pune,99921,58128,41793
2016-11-01,BNY Mellon,CitiBank Pune,97752,58378,39374
2016-12-01,BNY Mellon,CitiBank Pune,92463,54838,37625
2017-01-01,BNY Mellon,CitiBank Pune,97267,56549,40718
2017-02-01,BNY Mellon,CitiBank Pune,92599,59753,32846
2017-03-01,BNY Mellon,CitiBank Pune,95383,55863,39520
2017-04-01,BNY Mellon,CitiBank Pune,99364,52346,47018
2017-05-01,BNY Mellon,CitiBank Pune,98192,53567,44625
2017-06-01,BNY Mellon,CitiBank Pune,93766,57377,36389
2017-07-01,BNY Mellon,CitiBank Pune,107842,57356,50486
2017-08-01,BNY Mellon,CitiBank Pune,101553,57117,44436
2017-09-01,BNY Mellon,CitiBank Pune,108397,57328,51069
2017-10-01,BNY Mellon,CitiBank Pune,108888,51458,57430
2017-11-01,BNY Mellon,CitiBank Pune,101247,53531,47716
2017-12-01,BNY Mellon,CitiBank Pune,108934,59251,49683
2018-01-01,BNY Mellon,CitiBank Pune,102244,53141,49103
2018-02-01,BNY Mellon,CitiBank Pune,104621,51917,52704
2018-03-01,BNY Mellon,CitiBank Pune,108351,52938,55413
2018-04-01,BNY Mellon,CitiBank Pune,103433,57939,45494
2010-01-01,BNY Mellon,CitiBank Singapore,15633,91672,-76039
2010-02-01,BNY Mellon,CitiBank Singapore,13542,95727,-82185
2010-03-01,BNY Mellon,CitiBank Singapore,18953,91562,-72609
2010-04-01,BNY Mellon,CitiBank Singapore,15584,94823,-79239
2010-05-01,BNY Mellon,CitiBank Singapore,12557,98692,-86135
2010-06-01,BNY Mellon,CitiBank Singapore,12578,94862,-82284
2010-07-01,BNY Mellon,CitiBank Singapore,14241,94167,-79926
2010-08-01,BNY Mellon,CitiBank Singapore,16553,95432,-78879
2010-09-01,BNY Mellon,CitiBank Singapore,15452,94424,-78972
2010-10-01,BNY Mellon,CitiBank Singapore,12443,96522,-84079
2010-11-01,BNY Mellon,CitiBank Singapore,21754,98181,-76427
2010-12-01,BNY Mellon,CitiBank Singapore,23915,97223,-73308
2011-01-01,BNY Mellon,CitiBank Singapore,25325,99989,-74664
2011-02-01,BNY Mellon,CitiBank Singapore,22996,93121,-70125
2011-03-01,BNY Mellon,CitiBank Singapore,23439,94569,-71130
2011-04-01,BNY Mellon,CitiBank Singapore,27781,92867,-65086
2011-05-01,BNY Mellon,CitiBank Singapore,26493,96944,-70451
2011-06-01,BNY Mellon,CitiBank Singapore,28151,94365,-66214
2011-07-01,BNY Mellon,CitiBank Singapore,23772,99974,-76202
2011-08-01,BNY Mellon,CitiBank Singapore,29243,97133,-67890
2011-09-01,BNY Mellon,CitiBank Singapore,36423,81939,-45516
2011-10-01,BNY Mellon,CitiBank Singapore,33453,87187,-53734
2011-11-01,BNY Mellon,CitiBank Singapore,34651,88177,-53526
2011-12-01,BNY Mellon,CitiBank Singapore,32237,88994,-56757
2012-01-01,BNY Mellon,CitiBank Singapore,32321,86737,-54416
2012-02-01,BNY Mellon,CitiBank Singapore,39843,89379,-49536
2012-03-01,BNY Mellon,CitiBank Singapore,33999,82687,-48688
2012-04-01,BNY Mellon,CitiBank Singapore,39212,82818,-43606
2012-05-01,BNY Mellon,CitiBank Singapore,33597,87777,-54180
2012-06-01,BNY Mellon,CitiBank Singapore,31438,87167,-55729
2012-07-01,BNY Mellon,CitiBank Singapore,42953,81751,-38798
2012-08-01,BNY Mellon,CitiBank Singapore,45239,86326,-41087
2012-09-01,BNY Mellon,CitiBank Singapore,41143,81115,-39972
2012-10-01,BNY Mellon,CitiBank Singapore,47799,86819,-39020
2012-11-01,BNY Mellon,CitiBank Singapore,47257,86357,-39100
2012-12-01,BNY Mellon,CitiBank Singapore,49671,87459,-37788
